;Method;Time_Window;Driver;Impostors;Method_Parameters;PORC_FAR;Min_Time_Detection_s_FAR;Average_Time_Detection_s_FAR;Max_Time_Detection_s_FAR;Standard_deviation_s_FAR;PORC_FRR;Min_Time_Detection_s_FRR;Average_Time_Detection_s_FRR;Max_Time_Detection_s_FRR;Standard_deviation_s_FRR;Number_clusters
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};19.3;3;10.94305482;467;24.97838157;10.23;3;11.69402985;61;8.995594253;1
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};37.18;3;14.94162335;2319;80.43104743;1.8;8;54.62962963;209;44.8151315;1
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};51.46;3;18.31427531;2833;101.9661321;0.48;53;182;573;168.4017306;1
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};53.3;3;18.86119186;2834;103.7440209;0.41;53;207.8571429;573;172.1321475;1
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};49.99;3;17.76240493;2804;99.60757083;0.48;53;182;573;171.4217856;1
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};50.78;3;16.85747899;2806;98.46480562;22.74;3;6.25095057;28;3.597835048;1
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};38.86;3;22.76734193;2841;115.2371522;9.95;3;12.02307692;46;10.27110449;1
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};61.56;3;33.68835009;2868;159.2879956;1.38;5;73.35;172;51.39452664;1
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};90.24;3;229.6985507;7124;771.5693209;0.41;67;207.8571429;611;192.0368268;1
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};95.95;3;259.0092308;11578;1178.6935;0.07;543;725;907;257.3868684;1
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};93.3;3;244.4447761;7124;900.431049;0.07;207;725;1243;732.5626253;1
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};13.2;3;10.26690647;270;16.55955454;61.23;3;3.664688427;10;1.010524664;1
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};11.03;3;10.05620805;422;25.43118064;11.26;3;10.44736842;60;7.848557866;3
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};28.51;3;11.64063714;1819;57.3755284;1.66;7;58.92;207;45.5035896;3
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};42.33;3;15.18897638;2807;90.18721869;0.55;45;161.8888889;573;165.2584676;3
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};43.29;3;15.47372184;2823;90.32248162;0.55;28;161.8888889;573;169.2006534;3
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};32.1;3;11.38629493;1733;52.14422385;3.52;3;30.48979592;136;29.10335208;3
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;3
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};33.41;3;13.39615987;2278;62.71065787;10.23;3;11.69402985;46;9.207080972;3
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};56.24;3;18.92773167;2867;94.68252017;1.38;5;73.35;284;65.35270703;3
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};68.55;3;22.60635359;2869;110.6288154;0.14;207;483.6666667;701;252.288195;3
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};68.71;3;32.44071247;2872;158.3274732;0.07;543;725;907;257.3868684;3
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};21.64;3;7.888715224;592;14.75226297;23.36;3;6.077205882;29;3.887428255;3
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};10.45;3;9.125293657;270;14.60852676;56.32;3;3.755555556;10;1.1001252;3
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};11.05;3;9.366003063;863;31.83993794;10.78;3;11.28776978;60;9.047575225;5
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};28.63;3;10.97012239;1848;54.04592174;1.8;7;56.65384615;264;55.19343606;5
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};34.33;3;12.33333333;1898;56.5096719;0.76;8;121.6666667;270;82.72444218;5
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};32.86;3;12.10420346;1898;56.17339467;0.97;8;97.53333333;270;82.5736612;5
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};19.22;3;9.558265583;1606;44.41511237;26.12;3;5.660958904;17;2.934236192;5
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;5
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};38.18;3;12.08252427;1463;34.45713201;11.06;3;10.87586207;53;8.485185422;5
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};63.38;3;17.89112903;2867;87.37313863;1.38;6;77.10526316;231;54.26569894;5
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};64.65;3;20.58586526;2897;101.5417892;0.07;543;725;907;257.3868684;5
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};25.47;3;7.886381736;592;15.32060778;8.64;3;13.39655172;81;12.55172208;5
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};10.11;3;9.122168285;214;14.06274409;54.32;3;3.831024931;10;1.165109104;5
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};10.11;3;9.122168285;214;14.06274409;54.32;3;3.831024931;10;1.165109104;5
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};8.64;3;9.523;382;20.84034047;11.82;3;10.39473684;40;7.758061729;10
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};20.83;3;10.85065886;1668;54.63855087;2.28;5;44.84848485;115;30.38309688;10
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};22;3;10.82849239;1668;53.30255579;1.87;5;54.59259259;241;50.98058398;10
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};20.37;3;10.49425287;1668;56.01219976;2.28;5;44.84848485;225;48.9241257;10
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};0.33;3;4.898989899;23;3.43598885;76.16;3;3.332046332;6;0.608225324;10
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;10
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};28.96;3;10.23114594;1461;33.05825049;9.95;3;12.02307692;45;8.405853797;10
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};49.88;3;12.62108611;2869;74.37853451;1.38;6;69.95238095;254;60.85184976;10
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};67.88;3;20.51770605;2865;98.29117506;1.04;5;91.5;243;72.52218052;10
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};9.17;3;7.369872226;227;14.00520405;41.88;3;4.336111111;12;1.758647996;10
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};8.97;3;7.405124654;227;14.19364157;58.6;3;3.716332378;9;1.076014498;10
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};8.97;3;7.405124654;227;14.19364157;58.6;3;3.716332378;9;1.076014498;10
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};6.75;3;7.997959184;496;21.27153108;11.33;3;10.66891892;47;8.225882922;30
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};13.43;3;8.775072464;1660;54.00849985;2.7;3;38.1025641;135;30.92758509;30
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};13.84;3;8.614497529;1441;46.98823431;2.56;3;39.10526316;158;33.61771531;30
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};6.46;3;6.609016393;127;10.42487484;45.68;3;4.252148997;15;1.795437135;30
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};0;0;0;0;0;100;0;0;0;0;30
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;30
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};30.25;3;11.8959038;452;23.45262514;12.85;3;9.596385542;37;6.518950386;30
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};47.51;3;12.39095477;590;25.76755215;3.25;3;31.16666667;128;26.31344073;30
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};38.44;3;9.941846665;556;19.98254671;19.77;3;7.047826087;30;4.854419457;30
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};10.92;3;7.195081967;145;11.03192236;48.1;3;4.103641457;10;1.546257957;30
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};10.92;3;7.195081967;145;11.03192236;48.1;3;4.103641457;10;1.546257957;30
0;OCSVM;3;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};10.92;3;7.195081967;145;11.03192236;48.1;3;4.103641457;10;1.546257957;30
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};17.26;5;16.55183946;790;37.96225593;10.73;5;13.28057554;47;8.891478396;1
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};36.67;5;22.54186047;2320;101.5083423;0.62;14;147.6;312;100.9820666;1
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};53.38;5;27.56751269;2836;131.4578443;0;1449;1449;1449;;1
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};53.61;5;27.82422075;2836;131.9986435;0;1449;1449;1449;;1
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};54.42;5;28.71592689;2836;134.0320644;0.14;237;485;799;286.7542502;1
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};20.5;5;14.64238806;257;17.91761964;25.47;5;7.988888889;28;3.774777704;1
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};37.32;5;31.20871752;2843;134.2541134;10.17;5;13.54411765;52;9.287879515;1
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};60.44;5;46.55951417;2869;189.3077091;0.48;51;183.75;498;144.7685345;1
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};86.83;5;232.8515152;4134;668.0877527;0.07;298;726;1154;605.2834047;1
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};93.84;5;354.2575107;11569;1350.301774;0;1449;1449;1449;;1
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};90.24;5;352.8222222;11569;1172.121819;0.07;298;726;1154;605.2834047;1
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};4.47;5;11.503861;107;12.25624952;65.33;5;5.541538462;13;0.943936515;1
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};12;5;15.37731734;579;34.84045746;10.17;5;13.61481481;45;8.334414524;3
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};27.23;5;17.77661431;1895;78.88093996;0.97;14;99.4;198;63.26678208;3
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};37.1;5;19.52092352;2057;92.35605255;0;1449;1449;1449;;3
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};37.99;5;20.20205983;2152;94.38119509;0.07;519;726;933;292.7422074;3
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};26.4;5;13.79769526;1732;48.87134379;16.12;5;10.21538462;29;5.545943928;3
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;3
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};31.95;5;18.3069001;2279;72.07980825;10.8;5;13.47794118;44;9.270396461;3
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};53.11;5;25.05423883;2868;106.9535412;0.83;24;114.2307692;376;106.5615267;3
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};63.64;5;27.97098311;2870;122.3355067;0;1449;1449;1449;;3
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};56.23;5;18.38411765;2871;81.39511748;1.45;5;68.72727273;225;60.41222032;3
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};4.84;5;11.53488372;118;12.25045312;55.36;5;5.762295082;14;1.254383735;3
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};4.84;5;11.53488372;118;12.25045312;55.36;5;5.762295082;14;1.254383735;3
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};12.71;5;14.73203883;940;40.8760011;10.8;5;12.76870748;57;8.420513136;5
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};28.62;5;17.2317916;1764;69.87902517;0.97;26;99.4;239;59.88178831;5
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};34.36;5;18.46272991;1940;80.59172096;0.28;94;292.2;519;175.6265925;5
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};33.78;5;18.52446861;1940;81.04650134;1.73;6;60.8;214;52.29085325;5
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};16.68;5;13.4453125;587;27.65102923;14.67;5;10.70108696;36;5.797380124;5
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;5
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};36.83;5;18.07912088;1463;44.71922451;9.41;5;14.7295082;55;9.450206072;5
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};58.84;5;25.11056106;2869;105.7796212;0.62;6;147.6;389;106.3424239;5
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};65.51;5;30.27905904;2657;128.5296533;1.8;6;58.57692308;197;46.50348209;5
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};21.06;5;10.56288069;169;11.34652481;26.09;5;7.76056338;25;3.454764882;5
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};4.66;5;11.39963504;112;11.97372809;58.48;5;5.719197708;14;1.192024955;5
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};4.66;5;11.39963504;112;11.97372809;58.48;5;5.719197708;14;1.192024955;5
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};9.99;5;14.1852286;905;40.79412318;12.04;5;12.30718954;38;7.517769341;10
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};20.61;5;14.07022472;1729;60.13974835;1.25;7;79.10526316;346;82.96310742;10
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};20.73;5;14.05970982;1729;59.96159487;0.97;7;99.4;385;97.05285747;10
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};18.45;5;12.99663677;1729;59.67036004;3.39;5;33.70212766;128;26.94835229;10
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};1.96;5;9.479099678;64;7.427415247;82.21;5;5.235576923;9;0.544878353;10
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;10
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};25.99;5;12.59718524;1601;37.92229708;10.8;5;13.20714286;54;9.291054279;10
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};47.17;5;15.22298222;2870;78.2409987;1.25;6;79.10526316;237;63.50318867;10
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};58.21;5;17.32885729;2675;73.00149947;1.87;6;56.51851852;197;46.99948475;10
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};9.1;5;8.886349599;148;10.85939717;49.13;5;6.082152975;17;1.53613443;10
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};12.81;5;11.30622951;489;19.48119746;50.73;5;5.994397759;17;1.472585431;10
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};12.81;5;11.30622951;489;19.48119746;50.73;5;5.994397759;17;1.472585431;10
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};8.81;5;12.33152174;618;31.22587662;12.18;5;12.46;43;7.964375378;30
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};15.04;5;13.35622318;1728;58.73557089;3.6;5;31.31372549;171;30.92603447;30
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};14.84;5;13.1388102;1728;57.62609994;4.98;5;23.89855072;127;22.28171562;30
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};9.51;5;10.0350365;138;11.79017674;38.75;5;6.580174927;19;1.941803278;30
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};0;0;0;0;0;100;0;0;0;0;30
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;30
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};27.49;5;14.60399113;564;26.56379176;10.66;5;13.15602837;52;8.58011296;30
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};42.3;5;16.59069131;620;32.00175698;2.15;7;48.1875;175;37.87026879;30
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};33.44;5;12.20886255;593;19.40100647;19.1;5;9.21875;28;4.559659952;30
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};7.2;5;9.608422939;146;11.70963655;58.06;5;5.814371257;12;1.223507264;30
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};7.2;5;9.608422939;146;11.70963655;58.06;5;5.814371257;12;1.223507264;30
0;OCSVM;5;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};7.2;5;9.608422939;146;11.70963655;58.06;5;5.814371257;12;1.223507264;30
0;OCSVM;10;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};15.11;10;31.22881356;1023;69.89937116;9.58;10;19.02307692;65;9.676524285;1
0;OCSVM;10;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};28.33;10;36.37193764;2155;136.6144547;0.76;20;128.1666667;255;87.68625199;1
0;OCSVM;10;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};34.37;10;39.90673575;2481;153.4469295;0.28;127;296.4;499;138.0880154;1
0;OCSVM;10;A;['B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};34.76;10;40.25492228;2481;153.5826824;0.56;25;168.2222222;299;86.94937863;1
